Region,SOC,Occupation Title,Typical Entry Level Education,2025 Jobs,2025 - 2030 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
SD/I,29-2055,Surgical Technologists,Postsecondary nondegree award,1200,0.098632285,90,39.50702984,82170
Bay,29-2055,Surgical Technologists,Postsecondary nondegree award,2690,0.06594235,190,48.06876928,99980
LA,29-2055,Surgical Technologists,Postsecondary nondegree award,2490,0.046386173,160,39.27525578,81690
IE/D,29-2055,Surgical Technologists,Postsecondary nondegree award,1210,0.130424385,100,37.14790846,77270
CA,29-2055,Surgical Technologists,Postsecondary nondegree award,12100,0.084749386,900,39.09,81310
GS,29-2055,Surgical Technologists,Postsecondary nondegree award,1090,0.078638845,80,32.43575464,67470
OC,29-2055,Surgical Technologists,Postsecondary nondegree award,790,0.065472196,60,39.04006255,81200
FN,29-2055,Surgical Technologists,Postsecondary nondegree award,270,0.054118616,20,40.52409182,84290
SCC,29-2055,Surgical Technologists,Postsecondary nondegree award,670,0.069352975,50,38.27133741,79600
CVML,29-2055,Surgical Technologists,Postsecondary nondegree award,1280,0.094531437,100,34.39516384,71540
IE/D,29-2056,Veterinary Technologists and Technicians,Associate's degree,940,0.091112648,110,28.06220596,58370
CVML,29-2056,Veterinary Technologists and Technicians,Associate's degree,840,0.065153273,90,26.84440166,55840
FN,29-2056,Veterinary Technologists and Technicians,Associate's degree,270,0.032604451,30,26.84782067,55840
SD/I,29-2056,Veterinary Technologists and Technicians,Associate's degree,1400,0.110580499,170,28.9041381,60120
OC,29-2056,Veterinary Technologists and Technicians,Associate's degree,1270,0.087297226,140,28.83060444,59970
GS,29-2056,Veterinary Technologists and Technicians,Associate's degree,1140,0.079587195,130,29.37114605,61090
CA,29-2056,Veterinary Technologists and Technicians,Associate's degree,11730,0.092318672,1360,29.0142687,60350
SCC,29-2056,Veterinary Technologists and Technicians,Associate's degree,810,0.081576876,90,28.55968806,59400
LA,29-2056,Veterinary Technologists and Technicians,Associate's degree,2400,0.106965026,290,29.17096909,60680
Bay,29-2056,Veterinary Technologists and Technicians,Associate's degree,2500,0.084097578,280,31.60447751,65740
CVML,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,320,0.174297374,60,24.09331741,50110
SCC,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,240,0.095118118,40,24.92105147,51840
SD/I,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,330,0.172907239,60,28.91447943,60140
Bay,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,1020,0.120591362,160,26.96374747,56080
FN,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,80,0.138009237,10,23.46346956,48800
OC,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,90,0.253023514,20,29.85653983,62100
CA,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,2710,0.176280149,470,26.18755447,54470
GS,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,160,0.263571731,30,23.38339694,48640
LA,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,210,0.207863781,40,28.77829002,59860
IE/D,29-2057,Ophthalmic Medical Technicians,Postsecondary nondegree award,220,0.243763681,40,22.85774095,47540
CA,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,85540,0.080513451,8510,38.2899679,79640
SCC,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,3880,0.076271152,380,38.011536,79060
CVML,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,8140,0.076218811,800,36.60781099,76140
Bay,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,15750,0.082726894,1580,44.47404207,92510
OC,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,7800,0.060963116,740,40.63624473,84520
LA,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,25060,0.06717998,2410,37.32497082,77640
SD/I,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,7220,0.085651974,730,38.17803113,79410
GS,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,5440,0.102491993,570,39.24914697,81640
FN,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,1600,0.073575805,160,36.70360921,76340
IE/D,29-2061,Licensed Practical and Licensed Vocational Nurses,Postsecondary nondegree award,8400,0.082950853,840,36.9619364,76880
SD/I,29-2072,Medical Records Specialists,Postsecondary nondegree award,1720,0.078347391,140,29.47346074,61300
LA,29-2072,Medical Records Specialists,Postsecondary nondegree award,5190,0.039623439,380,28.26174119,58780
IE/D,29-2072,Medical Records Specialists,Postsecondary nondegree award,1390,0.107134743,120,28.21566016,58690
CA,29-2072,Medical Records Specialists,Postsecondary nondegree award,19190,0.081939108,1590,29.6473237,61670
GS,29-2072,Medical Records Specialists,Postsecondary nondegree award,1460,0.081499683,120,35.42432113,73680
Bay,29-2072,Medical Records Specialists,Postsecondary nondegree award,3580,0.104262062,320,35.2780691,73380
FN,29-2072,Medical Records Specialists,Postsecondary nondegree award,520,0.060014652,40,25.09333864,52190
SCC,29-2072,Medical Records Specialists,Postsecondary nondegree award,860,0.06120607,70,27.95384621,58140
OC,29-2072,Medical Records Specialists,Postsecondary nondegree award,1930,0.058124547,150,28.67959825,59650
CVML,29-2072,Medical Records Specialists,Postsecondary nondegree award,1610,0.078986918,130,27.22774436,56630
CA,29-2081,"Opticians, Dispensing",High school diploma or equivalent,8130,0.045252231,740,27.80429729,57830
CVML,29-2081,"Opticians, Dispensing",High school diploma or equivalent,630,0.052966087,60,25.00710397,52010
LA,29-2081,"Opticians, Dispensing",High school diploma or equivalent,2030,0.032983915,180,26.71434734,55570
OC,29-2081,"Opticians, Dispensing",High school diploma or equivalent,1000,0.055351453,90,27.3945653,56980
SD/I,29-2081,"Opticians, Dispensing",High school diploma or equivalent,520,0.054628928,50,27.83481602,57900
SCC,29-2081,"Opticians, Dispensing",High school diploma or equivalent,400,0.014414563,30,25.08489059,52180
FN,29-2081,"Opticians, Dispensing",High school diploma or equivalent,130,0.08303948,10,23.06975324,47990
Bay,29-2081,"Opticians, Dispensing",High school diploma or equivalent,1750,0.013513994,150,29.06055533,60450
IE/D,29-2081,"Opticians, Dispensing",High school diploma or equivalent,890,0.077342162,90,26.44232656,55000
GS,29-2081,"Opticians, Dispensing",High school diploma or equivalent,640,0.075486125,60,29.29499403,60930
CVML,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,2570,0.129908573,260,26.60402955,55340
OC,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,2330,0.094887206,210,29.00134298,60320
FN,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,470,0.105514359,40,26.55997138,55240
SCC,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,1440,0.102849424,140,26.52753742,55180
Bay,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,5420,0.105292805,510,34.74551203,72270
LA,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,6900,0.077333427,600,28.32936148,58930
GS,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,1800,0.109279296,170,29.78587698,61950
SD/I,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,2200,0.131269595,220,28.53198492,59350
IE/D,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,2450,0.134535367,250,27.43310732,57060
CA,29-2099,"Health Technologists and Technicians, All Other",Postsecondary nondegree award,26990,0.119737041,2620,29.05499412,60430
FN,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,60,0.151926525,10,40.20386474,83620
LA,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,970,0.067359563,70,41.43152623,86180
IE/D,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,220,0.205641557,20,42.13562693,87640
SD/I,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,310,0.117998221,30,40.28439814,83790
SCC,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,140,0.137103573,10,40.27280986,83770
CVML,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,280,0.121294559,20,38.54841399,80180
CA,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,3400,0.138117862,300,42.70173894,88820
OC,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,340,0.103396278,30,40.93861011,85150
Bay,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,730,0.182393913,70,52.6538245,109520
GS,29-9021,Health Information Technologists and Medical Registrars,Postsecondary nondegree award,230,0.138256905,20,47.96992207,99780
CVML,29-9093,Surgical Assistants,Postsecondary nondegree award,240,0.083637348,20,27.715876,57650
OC,29-9093,Surgical Assistants,Postsecondary nondegree award,90,0.178306168,10,29.15735247,60650
FN,29-9093,Surgical Assistants,Postsecondary nondegree award,40,0.086881182,0,29.39121824,61130
Bay,29-9093,Surgical Assistants,Postsecondary nondegree award,500,0.093249859,40,31.97843361,66520
SD/I,29-9093,Surgical Assistants,Postsecondary nondegree award,570,0.056437858,40,35.56201463,73970
SCC,29-9093,Surgical Assistants,Postsecondary nondegree award,170,0.054389026,10,33.05522041,68750
IE/D,29-9093,Surgical Assistants,Postsecondary nondegree award,40,0.445564343,10,27.13332536,56440
LA,29-9093,Surgical Assistants,Postsecondary nondegree award,210,0.145872358,20,27.7941161,57810
GS,29-9093,Surgical Assistants,Postsecondary nondegree award,170,0.09521357,10,33.22153223,69100
CA,29-9093,Surgical Assistants,Postsecondary nondegree award,2050,0.100451505,170,30.04463163,62490
GS,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,280,0.087781892,20,29.31718717,60980
IE/D,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,320,0.102603403,30,30.52689708,63500
FN,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,90,0.059361941,10,31.35778324,65220
Bay,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,1400,0.029688079,90,39.05359833,81230
CVML,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,510,0.066874745,40,27.55610361,57320
SD/I,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,340,0.081504666,30,40.34305174,83910
SCC,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,160,0.054072655,10,35.80808717,74480
OC,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,410,0.054138146,30,37.52776623,78060
CA,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,4830,0.059853285,350,36.1399247,75170
LA,29-9099,"Healthcare Practitioners and Technical Workers, All Other",Postsecondary nondegree award,1150,0.045641097,80,37.47290388,77940
LA,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,348330,0.154512683,66040,16.66750053,34670
IE/D,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,111460,0.208630107,22720,16.93505053,35220
Bay,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,237120,0.166093504,45620,18.1315228,37710
OC,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,70020,0.188228516,13880,16.59368208,34510
SCC,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,44140,0.187119438,8760,16.80330846,34950
FN,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,27090,0.160420738,5170,16.69858928,34730
SD/I,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,74810,0.180849493,14690,16.8808156,35110
CA,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,1092870,0.174811711,212950,16.50298869,34330
CVML,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,97860,0.193954194,19570,16.62489593,34580
GS,31-1128,Home Health and Personal Care Aides,High school diploma or equivalent,72490,0.195629397,14530,16.69470543,34720
CA,31-1131,Nursing Assistants,Postsecondary nondegree award,119050,0.093438521,19450,22.86571491,47560
OC,31-1131,Nursing Assistants,Postsecondary nondegree award,10090,0.07431,1600,24.1947955,50330
Bay,31-1131,Nursing Assistants,Postsecondary nondegree award,23530,0.094017767,3850,26.10154577,54290
SCC,31-1131,Nursing Assistants,Postsecondary nondegree award,5760,0.092597008,940,22.55246099,46910
FN,31-1131,Nursing Assistants,Postsecondary nondegree award,2730,0.082618363,440,22.30089717,46390
SD/I,31-1131,Nursing Assistants,Postsecondary nondegree award,10690,0.108813026,1790,23.05015309,47940
LA,31-1131,Nursing Assistants,Postsecondary nondegree award,34490,0.079338319,5510,22.38081481,46550
GS,31-1131,Nursing Assistants,Postsecondary nondegree award,6990,0.13387655,1220,22.92251503,47680
CVML,31-1131,Nursing Assistants,Postsecondary nondegree award,12700,0.081291629,2030,22.06780602,45900
IE/D,31-1131,Nursing Assistants,Postsecondary nondegree award,10650,0.124649463,1830,22.29449904,46370
CA,31-1133,Psychiatric Aides,High school diploma or equivalent,3980,0.072134584,640,22.83850138,47500
CVML,31-1133,Psychiatric Aides,High school diploma or equivalent,530,0.02680207,80,25.55090369,53150
OC,31-1133,Psychiatric Aides,High school diploma or equivalent,450,0.110478419,80,24.81163413,51610
SD/I,31-1133,Psychiatric Aides,High school diploma or equivalent,240,0.148864232,40,23.92533506,49760
GS,31-1133,Psychiatric Aides,High school diploma or equivalent,380,0.114540163,60,22.72160684,47260
Bay,31-1133,Psychiatric Aides,High school diploma or equivalent,730,0.067981701,120,28.12083616,58490
IE/D,31-1133,Psychiatric Aides,High school diploma or equivalent,320,0.014790483,50,23.57927652,49040
LA,31-1133,Psychiatric Aides,High school diploma or equivalent,990,0.058501335,150,21.66972729,45070
SCC,31-1133,Psychiatric Aides,High school diploma or equivalent,120,0.11203019,20,21.40876791,44530
FN,31-1133,Psychiatric Aides,High school diploma or equivalent,180,0.048533006,30,21.86727513,45480
IE/D,31-2011,Occupational Therapy Assistants,Associate's degree,410,0.210692824,70,38.45066955,79980
CA,31-2011,Occupational Therapy Assistants,Associate's degree,4090,0.160932769,650,39.21410304,81570
SD/I,31-2011,Occupational Therapy Assistants,Associate's degree,390,0.107573292,60,39.64867372,82470
FN,31-2011,Occupational Therapy Assistants,Associate's degree,90,0.146634551,10,39.89169198,82970
CVML,31-2011,Occupational Therapy Assistants,Associate's degree,350,0.184483799,60,38.86306041,80840
OC,31-2011,Occupational Therapy Assistants,Associate's degree,450,0.073664004,60,38.32843403,79720
GS,31-2011,Occupational Therapy Assistants,Associate's degree,230,0.172976756,40,44.34651024,92240
SCC,31-2011,Occupational Therapy Assistants,Associate's degree,190,0.177785719,30,39.63704111,82450
LA,31-2011,Occupational Therapy Assistants,Associate's degree,1280,0.16704048,200,37.26587266,77510
Bay,31-2011,Occupational Therapy Assistants,Associate's degree,640,0.202833312,110,46.32382817,96350
