Region,SOC,Description,Typical Entry Level Education,2024 Jobs,2024 - 2029 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
CA,51-9197,Tire Builders,High school diploma or equivalent,370,0.022033914,50,19,39400
GS,51-9197,Tire Builders,High school diploma or equivalent,10,-0.025882451,0,20,41300
SD/I,51-9197,Tire Builders,High school diploma or equivalent,50,0.080151225,10,20,42310
CA,51-9198,Helpers--Production Workers,High school diploma or equivalent,18550,-0.04985946,2850,21,43620
SD/I,51-9198,Helpers--Production Workers,High school diploma or equivalent,1750,-0.032173043,270,21,44650
SCC,51-9198,Helpers--Production Workers,High school diploma or equivalent,380,0.036816341,60,19,40050
OC,51-9198,Helpers--Production Workers,High school diploma or equivalent,2010,-0.0767603,300,20,41010
GS,51-9198,Helpers--Production Workers,High school diploma or equivalent,650,0.009285576,110,20,42210
FN,51-9198,Helpers--Production Workers,High school diploma or equivalent,290,-0.025841928,50,19,40400
Bay,51-9198,Helpers--Production Workers,High school diploma or equivalent,3420,-0.052681955,520,22,46710
LA,51-9198,Helpers--Production Workers,High school diploma or equivalent,4800,-0.092204547,720,19,40450
CVML,51-9198,Helpers--Production Workers,High school diploma or equivalent,2040,0.005792531,330,20,42060
IE/D,51-9198,Helpers--Production Workers,High school diploma or equivalent,2170,-0.026035301,340,21,44040
OC,51-9199,"Production Workers, All Other",High school diploma or equivalent,4840,-0.034710499,520,18,38170
IE/D,51-9199,"Production Workers, All Other",High school diploma or equivalent,4330,0.010738477,480,18,37440
SD/I,51-9199,"Production Workers, All Other",High school diploma or equivalent,3790,0.025606061,440,19,39240
GS,51-9199,"Production Workers, All Other",High school diploma or equivalent,2010,-0.000759011,230,18,38040
Bay,51-9199,"Production Workers, All Other",High school diploma or equivalent,7350,-0.013009567,810,22,45660
FN,51-9199,"Production Workers, All Other",High school diploma or equivalent,550,0.023272875,60,20,41940
SCC,51-9199,"Production Workers, All Other",High school diploma or equivalent,1130,-0.024008771,120,18,37710
CA,51-9199,"Production Workers, All Other",High school diploma or equivalent,41130,-0.007163374,4550,19,39270
LA,51-9199,"Production Workers, All Other",High school diploma or equivalent,9470,-0.024262487,1020,18,37620
CVML,51-9199,"Production Workers, All Other",High school diploma or equivalent,4320,0.021661435,500,19,38860
SD/I,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,110,0.071504548,10,35,72460
GS,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,110,0.074630344,10,36,75240
SCC,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,-10,0.043371228,0,30,63430
CA,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,1750,0.044613236,200,32,66690
IE/D,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,300,0.094273307,40,24,49270
Bay,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,350,-0.042051488,40,34,70690
FN,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,0,0.131152926,0,33,68800
LA,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,700,0.046011077,80,31,63850
CVML,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,70,0.126229627,10,34,70870
OC,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,60,0.037314369,10,29,60770
OC,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,5550,0.027907598,580,30,62770
LA,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,17210,0.002715063,1710,30,61370
CA,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,67800,0.047177671,7470,31,64380
IE/D,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,10280,0.112204325,1300,33,67870
SCC,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,1220,0.071870645,140,29,59690
Bay,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,12530,0.024997202,1310,34,69950
SD/I,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,5290,0.035728266,570,28,58470
GS,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,3890,0.070277051,450,30,62380
FN,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,1030,0.035547668,110,28,58290
CVML,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",High school diploma or equivalent,7620,0.095784025,930,31,63980
FN,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,60,0.140576186,10,146,303910
OC,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,400,0.029735232,50,142,294910
CVML,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,500,0.057704442,60,141,292270
Bay,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,3300,-0.092443619,370,138,286800
SCC,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,160,-0.040553308,20,161,334850
IE/D,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,730,0.020018673,90,168,348470
CA,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,14420,0.018056306,1790,162,337930
SD/I,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,2080,0.017778666,250,99,205220
LA,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,6630,0.062656356,860,166,344490
GS,53-2011,"Airline Pilots, Copilots, and Flight Engineers",Bachelor's degree,270,0.130323261,40,110,228280
SCC,53-2012,Commercial Pilots,High school diploma or equivalent,430,0.111756865,60,50,103220
SD/I,53-2012,Commercial Pilots,High school diploma or equivalent,1280,0.016310378,150,49,102300
CA,53-2012,Commercial Pilots,High school diploma or equivalent,7550,0.062750027,980,57,119480
LA,53-2012,Commercial Pilots,High school diploma or equivalent,1970,0.067479886,260,83,171900
Bay,53-2012,Commercial Pilots,High school diploma or equivalent,1380,0.04270158,170,66,137730
CVML,53-2012,Commercial Pilots,High school diploma or equivalent,660,0.070564742,90,43,88700
FN,53-2012,Commercial Pilots,High school diploma or equivalent,180,0.156173216,30,46,94650
GS,53-2012,Commercial Pilots,High school diploma or equivalent,400,0.108409641,60,50,104060
OC,53-2012,Commercial Pilots,High school diploma or equivalent,420,0.04391971,50,78,162180
IE/D,53-2012,Commercial Pilots,High school diploma or equivalent,460,0.063511848,60,46,95230
CA,53-2021,Air Traffic Controllers,Associate's degree,3150,0.019283716,300,73,152010
CVML,53-2021,Air Traffic Controllers,Associate's degree,160,0.010182817,10,72,150610
IE/D,53-2021,Air Traffic Controllers,Associate's degree,200,0.045997186,20,45,94460
SD/I,53-2021,Air Traffic Controllers,Associate's degree,890,0.010768824,80,80,165400
GS,53-2021,Air Traffic Controllers,Associate's degree,290,0.010428191,30,91,190240
FN,53-2021,Air Traffic Controllers,Associate's degree,30,0.072495539,0,66,136810
Bay,53-2021,Air Traffic Controllers,Associate's degree,690,-0.015874839,60,82,170950
LA,53-2021,Air Traffic Controllers,Associate's degree,570,0.025442075,50,82,170770
OC,53-2021,Air Traffic Controllers,Associate's degree,110,0.005654949,10,77,160470
SCC,53-2021,Air Traffic Controllers,Associate's degree,0,-0.077019931,0,68,142230
CVML,53-2022,Airfield Operations Specialists,High school diploma or equivalent,40,0.105392015,10,34,70170
IE/D,53-2022,Airfield Operations Specialists,High school diploma or equivalent,150,0.103112285,20,28,58530
OC,53-2022,Airfield Operations Specialists,High school diploma or equivalent,60,0.053170711,10,26,53330
FN,53-2022,Airfield Operations Specialists,High school diploma or equivalent,10,0.257840457,0,26,55070
SCC,53-2022,Airfield Operations Specialists,High school diploma or equivalent,10,0.343164287,0,28,58240
Bay,53-2022,Airfield Operations Specialists,High school diploma or equivalent,260,0.046184986,30,38,78210
GS,53-2022,Airfield Operations Specialists,High school diploma or equivalent,100,0.092592885,10,30,62450
SD/I,53-2022,Airfield Operations Specialists,High school diploma or equivalent,140,0.053146214,10,30,62700
LA,53-2022,Airfield Operations Specialists,High school diploma or equivalent,490,0.086275269,50,29,60000
CA,53-2022,Airfield Operations Specialists,High school diploma or equivalent,1320,0.081062079,140,29,61110
SD/I,53-2031,Flight Attendants,High school diploma or equivalent,940,0.154118039,160,45,94610
LA,53-2031,Flight Attendants,High school diploma or equivalent,9630,0.08958196,1510,38,78790
FN,53-2031,Flight Attendants,High school diploma or equivalent,10,1.291635779,0,34,70180
CVML,53-2031,Flight Attendants,High school diploma or equivalent,30,0.190017093,10,41,85010
IE/D,53-2031,Flight Attendants,High school diploma or equivalent,230,0.027248385,30,46,96460
OC,53-2031,Flight Attendants,High school diploma or equivalent,280,0.055477323,40,34,70060
SCC,53-2031,Flight Attendants,High school diploma or equivalent,-20,0.153296686,0,35,72240
Bay,53-2031,Flight Attendants,High school diploma or equivalent,4740,-0.131856118,610,34,70110
GS,53-2031,Flight Attendants,High school diploma or equivalent,90,0.490447951,20,43,89790
CA,53-2031,Flight Attendants,High school diploma or equivalent,16130,0.030012881,2420,37,77860
SD/I,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,30,0.043222819,0,17,34820
IE/D,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,100,-0.016622094,10,17,35950
CVML,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,70,0.106928863,10,19,38800
SCC,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,-10,-1.404651877,0,18,38410
Bay,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,210,0.151079381,40,19,38860
CA,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,1110,0.064217558,160,18,36960
FN,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,30,0.002483948,0,17,36230
LA,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,330,-0.042296853,40,17,35770
GS,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,20,0.050683753,0,17,35860
OC,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",High school diploma or equivalent,240,0.146548456,40,19,38850
CVML,53-3031,Driver/Sales Workers,High school diploma or equivalent,3980,0.122565685,530,21,43690
LA,53-3031,Driver/Sales Workers,High school diploma or equivalent,10910,0.054043567,1260,21,43480
IE/D,53-3031,Driver/Sales Workers,High school diploma or equivalent,4950,0.128368074,660,22,45630
SCC,53-3031,Driver/Sales Workers,High school diploma or equivalent,980,0.07939348,120,20,41360
GS,53-3031,Driver/Sales Workers,High school diploma or equivalent,1810,0.119515841,240,23,47500
Bay,53-3031,Driver/Sales Workers,High school diploma or equivalent,7740,0.062605082,910,22,45680
CA,53-3031,Driver/Sales Workers,High school diploma or equivalent,38780,0.084606547,4780,21,44010
SD/I,53-3031,Driver/Sales Workers,High school diploma or equivalent,2310,0.109547871,300,22,45800
OC,53-3031,Driver/Sales Workers,High school diploma or equivalent,3780,0.098763623,480,20,42300
FN,53-3031,Driver/Sales Workers,High school diploma or equivalent,690,0.022275973,80,22,46350
CA,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,248800,0.054907353,28960,28,59060
LA,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,57560,0.025380606,6300,28,58360
OC,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,14650,0.026114046,1590,29,59850
FN,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,4660,0.018720672,510,27,56570
IE/D,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,48450,0.093682744,6080,29,59820
Bay,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,33770,0.022712123,3680,30,62140
CVML,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,44190,0.081882925,5420,27,55610
GS,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,17310,0.090260484,2160,28,59200
SD/I,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,13800,0.021529916,1490,28,58240
SCC,53-3032,Heavy and Tractor-Trailer Truck Drivers,Postsecondary nondegree award,4190,0.02351158,450,28,58170
CVML,53-3033,Light Truck Drivers,High school diploma or equivalent,11900,0.118101627,1570,20,42260
SCC,53-3033,Light Truck Drivers,High school diploma or equivalent,2430,0.097043235,310,21,43060
FN,53-3033,Light Truck Drivers,High school diploma or equivalent,2220,0.041285028,250,21,43550
SD/I,53-3033,Light Truck Drivers,High school diploma or equivalent,9410,0.075718161,1140,21,43590
Bay,53-3033,Light Truck Drivers,High school diploma or equivalent,27880,0.04917151,3220,23,47440
